session_id,user_id,seller_id,category,city_tier,event,timestamp,order_value
S10104,1853,382,home,1,view,2025-01-01 19:19:56,
S10693,1670,245,electronics,2,view,2025-01-01 19:20:49,
S15513,2655,668,beauty,3,view,2025-01-01 19:59:49,
S641,3100,315,beauty,1,view,2025-01-01 20:51:22,
S19795,3547,736,mobiles,1,view,2025-01-01 20:54:21,
S18989,5255,653,fashion,2,view,2025-01-01 21:00:31,
S18989,5255,653,fashion,2,add_to_cart,2025-01-01 21:01:01,
S11703,1218,368,beauty,3,view,2025-01-01 21:01:16,
S18989,5255,653,fashion,2,checkout_start,2025-01-01 21:02:01,
S18989,5255,653,fashion,2,purchase,2025-01-01 21:03:31,437.29
S5592,3364,578,home,3,view,2025-01-01 21:11:58,
S14050,2665,546,mobiles,2,view,2025-01-01 21:21:04,
S14050,2665,546,mobiles,2,add_to_cart,2025-01-01 21:21:34,
S14050,2665,546,mobiles,2,checkout_start,2025-01-01 21:22:34,
S14050,2665,546,mobiles,2,purchase,2025-01-01 21:24:04,555.72
S4454,5785,273,fashion,2,view,2025-01-01 21:41:09,
S15402,848,45,mobiles,2,view,2025-01-01 21:59:51,
S15142,5210,428,beauty,3,view,2025-01-01 22:04:23,
S1565,2691,17,home,2,view,2025-01-01 22:09:54,
S15018,2227,177,fashion,2,view,2025-01-01 22:13:32,
S2396,1927,378,beauty,1,view,2025-01-01 22:13:48,
S15018,2227,177,fashion,2,add_to_cart,2025-01-01 22:14:02,
S15843,4316,772,home,1,view,2025-01-01 22:31:43,
S4706,1580,695,mobiles,1,view,2025-01-01 22:36:22,
S4706,1580,695,mobiles,1,add_to_cart,2025-01-01 22:36:52,
S14028,3339,341,home,2,view,2025-01-01 22:44:28,
S14028,3339,341,home,2,add_to_cart,2025-01-01 22:44:58,
S1252,1516,380,electronics,2,view,2025-01-01 22:50:22,
S1840,2451,495,beauty,1,view,2025-01-01 22:58:49,
S11625,1678,517,mobiles,2,view,2025-01-01 22:59:42,
S979,2423,270,mobiles,1,view,2025-01-01 23:13:47,
S1751,3893,528,electronics,2,view,2025-01-01 23:13:53,
S979,2423,270,mobiles,1,add_to_cart,2025-01-01 23:14:17,
S1751,3893,528,electronics,2,add_to_cart,2025-01-01 23:14:23,
S5840,1279,732,electronics,1,view,2025-01-01 23:14:25,
S5840,1279,732,electronics,1,add_to_cart,2025-01-01 23:14:55,
S5840,1279,732,electronics,1,checkout_start,2025-01-01 23:15:55,
S5840,1279,732,electronics,1,purchase,2025-01-01 23:17:25,262.79
S10292,1022,441,fashion,2,view,2025-01-01 23:27:05,
S869,5402,134,mobiles,2,view,2025-01-01 23:38:16,
S165,950,792,electronics,3,view,2025-01-01 23:56:40,
S165,950,792,electronics,3,add_to_cart,2025-01-01 23:57:10,
S16920,1244,575,home,3,view,2025-01-02 00:14:01,
S874,4902,557,electronics,1,view,2025-01-02 00:15:32,
S874,4902,557,electronics,1,add_to_cart,2025-01-02 00:16:02,
S874,4902,557,electronics,1,checkout_start,2025-01-02 00:17:02,
S14761,724,363,home,1,view,2025-01-02 00:22:43,
S12966,2714,269,electronics,1,view,2025-01-02 01:02:08,
S15841,1812,16,fashion,3,view,2025-01-02 01:04:42,
S4994,2053,179,home,1,view,2025-01-02 01:09:42,
S14083,5445,527,fashion,1,view,2025-01-02 01:19:12,
S12982,5139,601,home,1,view,2025-01-02 01:22:52,
S12982,5139,601,home,1,add_to_cart,2025-01-02 01:23:22,
S3370,2723,27,home,3,view,2025-01-02 01:26:04,
S10978,4168,483,fashion,2,view,2025-01-02 01:27:34,
S10978,4168,483,fashion,2,add_to_cart,2025-01-02 01:28:04,
S10978,4168,483,fashion,2,checkout_start,2025-01-02 01:29:04,
S8514,2154,378,fashion,3,view,2025-01-02 01:44:20,
S17802,3081,409,beauty,1,view,2025-01-02 01:48:36,
S12950,4244,342,electronics,1,view,2025-01-02 02:30:54,
S15058,5751,108,fashion,1,view,2025-01-02 02:34:22,
S7584,1950,520,mobiles,3,view,2025-01-02 02:41:17,
S7584,1950,520,mobiles,3,add_to_cart,2025-01-02 02:41:47,
S10726,4882,527,electronics,2,view,2025-01-02 03:14:24,
S8441,4879,493,fashion,1,view,2025-01-02 03:33:26,
S12074,1862,793,home,1,view,2025-01-02 03:44:34,
S9301,3785,737,fashion,1,view,2025-01-02 03:55:48,
S9301,3785,737,fashion,1,add_to_cart,2025-01-02 03:56:18,
S9301,3785,737,fashion,1,checkout_start,2025-01-02 03:57:18,
S9301,3785,737,fashion,1,purchase,2025-01-02 03:58:48,826.25
S8762,1490,94,home,2,view,2025-01-02 04:16:00,
S9569,938,198,electronics,1,view,2025-01-02 04:38:59,
S17254,3007,557,fashion,3,view,2025-01-02 04:40:45,
S17254,3007,557,fashion,3,add_to_cart,2025-01-02 04:41:15,
S1663,4117,734,electronics,1,view,2025-01-02 05:11:42,
S1663,4117,734,electronics,1,add_to_cart,2025-01-02 05:12:12,
S1663,4117,734,electronics,1,checkout_start,2025-01-02 05:13:12,
S16164,2915,352,home,2,view,2025-01-02 05:36:14,
S5,3437,226,electronics,2,view,2025-01-02 05:48:46,
S3152,5636,65,home,1,view,2025-01-02 06:14:22,
S10970,1267,399,beauty,1,view,2025-01-02 06:17:54,
S12976,5568,557,fashion,1,view,2025-01-02 06:27:21,
S9935,722,776,home,2,view,2025-01-02 06:31:46,
S7360,4400,422,home,3,view,2025-01-02 06:32:09,
S9935,722,776,home,2,add_to_cart,2025-01-02 06:32:16,
S9935,722,776,home,2,checkout_start,2025-01-02 06:33:16,
S4289,3435,574,fashion,3,view,2025-01-02 06:37:43,
S8983,2311,134,beauty,1,view,2025-01-02 06:38:29,
S8439,3399,29,electronics,3,view,2025-01-02 06:43:53,
S19471,4224,226,fashion,1,view,2025-01-02 06:50:11,
S11727,3654,268,electronics,2,view,2025-01-02 07:00:26,
S11727,3654,268,electronics,2,add_to_cart,2025-01-02 07:00:56,
S10697,2649,236,home,1,view,2025-01-02 07:16:14,
S5105,4490,497,mobiles,3,view,2025-01-02 07:22:08,
S5105,4490,497,mobiles,3,add_to_cart,2025-01-02 07:22:38,
S11143,1595,385,home,2,view,2025-01-02 07:42:58,
S11143,1595,385,home,2,add_to_cart,2025-01-02 07:43:28,
S11143,1595,385,home,2,checkout_start,2025-01-02 07:44:28,
S16739,2949,370,electronics,2,view,2025-01-02 07:47:37,
S8822,2923,634,electronics,1,view,2025-01-02 07:54:29,
S15358,3002,411,mobiles,3,view,2025-01-02 08:20:57,
S18721,1879,20,fashion,3,view,2025-01-02 08:29:55,
S19757,3758,383,home,3,view,2025-01-02 08:30:19,
S18721,1879,20,fashion,3,add_to_cart,2025-01-02 08:30:25,
S18721,1879,20,fashion,3,checkout_start,2025-01-02 08:31:25,
S1495,1654,450,electronics,2,view,2025-01-02 08:55:54,
S9236,4307,787,mobiles,2,view,2025-01-02 09:00:31,
S2311,2634,706,mobiles,2,view,2025-01-02 09:45:46,
S17545,3096,666,electronics,2,view,2025-01-02 09:48:34,
S12380,2035,225,fashion,1,view,2025-01-02 09:55:06,
S7458,4959,280,mobiles,1,view,2025-01-02 10:13:17,
S7458,4959,280,mobiles,1,add_to_cart,2025-01-02 10:13:47,
S7707,5406,62,home,3,view,2025-01-02 10:47:02,
S17620,4739,428,electronics,1,view,2025-01-02 10:50:48,
S17620,4739,428,electronics,1,add_to_cart,2025-01-02 10:51:18,
S10001,546,102,beauty,2,view,2025-01-02 11:23:47,
S3079,5315,347,electronics,2,view,2025-01-02 11:28:29,
S16894,951,665,electronics,1,view,2025-01-02 11:30:17,
S3373,949,334,beauty,1,view,2025-01-02 11:47:44,
S3373,949,334,beauty,1,add_to_cart,2025-01-02 11:48:14,
S1441,3720,644,beauty,2,view,2025-01-02 11:59:38,
S1441,3720,644,beauty,2,add_to_cart,2025-01-02 12:00:08,
S1441,3720,644,beauty,2,checkout_start,2025-01-02 12:01:08,
S19427,5300,664,fashion,3,view,2025-01-02 12:05:08,
S16297,1420,257,home,1,view,2025-01-02 12:05:09,
S17164,3503,418,beauty,2,view,2025-01-02 12:19:20,
S16601,5604,736,beauty,1,view,2025-01-02 12:24:28,
S9849,1842,205,mobiles,1,view,2025-01-02 12:24:58,
S9849,1842,205,mobiles,1,add_to_cart,2025-01-02 12:25:28,
S9849,1842,205,mobiles,1,checkout_start,2025-01-02 12:26:28,
S9849,1842,205,mobiles,1,purchase,2025-01-02 12:27:58,1223.58
S17513,1130,306,home,1,view,2025-01-02 12:29:16,
S17513,1130,306,home,1,add_to_cart,2025-01-02 12:29:46,
S17513,1130,306,home,1,checkout_start,2025-01-02 12:30:46,
S17513,1130,306,home,1,purchase,2025-01-02 12:32:16,185.53
S6819,1180,466,beauty,1,view,2025-01-02 12:58:13,
S6819,1180,466,beauty,1,add_to_cart,2025-01-02 12:58:43,
S6819,1180,466,beauty,1,checkout_start,2025-01-02 12:59:43,
S6819,1180,466,beauty,1,purchase,2025-01-02 13:01:13,157.99
S12469,3631,501,mobiles,3,view,2025-01-02 13:12:25,
S1744,343,100,home,2,view,2025-01-02 13:40:39,
S1744,343,100,home,2,add_to_cart,2025-01-02 13:41:09,
S1744,343,100,home,2,checkout_start,2025-01-02 13:42:09,
S1744,343,100,home,2,purchase,2025-01-02 13:43:39,772.33
S15444,3598,151,electronics,2,view,2025-01-02 13:44:30,
S2890,630,204,electronics,1,view,2025-01-02 14:06:04,
S2890,630,204,electronics,1,add_to_cart,2025-01-02 14:06:34,
S9169,939,75,fashion,1,view,2025-01-02 14:22:45,
S5009,4949,215,electronics,3,view,2025-01-02 14:25:32,
S15254,3738,706,home,2,view,2025-01-02 14:27:49,
S11549,2617,83,electronics,1,view,2025-01-02 14:35:15,
S19131,678,521,home,3,view,2025-01-02 14:36:44,
S4966,4347,607,home,3,view,2025-01-02 15:53:56,
S8470,954,302,home,3,view,2025-01-02 16:12:44,
S717,5170,182,beauty,2,view,2025-01-02 16:27:31,
S717,5170,182,beauty,2,add_to_cart,2025-01-02 16:28:01,
S717,5170,182,beauty,2,checkout_start,2025-01-02 16:29:01,
S717,5170,182,beauty,2,purchase,2025-01-02 16:30:31,477.96
S7640,3129,249,mobiles,1,view,2025-01-02 17:10:55,
S7640,3129,249,mobiles,1,add_to_cart,2025-01-02 17:11:25,
S2130,1268,309,beauty,2,view,2025-01-02 17:39:24,
S9505,2041,650,home,3,view,2025-01-02 18:18:20,
S11845,5120,780,beauty,1,view,2025-01-02 18:31:49,
S16007,2443,539,home,1,view,2025-01-02 18:33:05,
S10759,4211,82,fashion,1,view,2025-01-02 18:50:58,
S10759,4211,82,fashion,1,add_to_cart,2025-01-02 18:51:28,
S3100,5591,522,home,3,view,2025-01-02 19:02:27,
S3100,5591,522,home,3,add_to_cart,2025-01-02 19:02:57,
S3055,5476,594,beauty,1,view,2025-01-02 19:19:25,
S3055,5476,594,beauty,1,add_to_cart,2025-01-02 19:19:55,
S4489,1912,475,fashion,1,view,2025-01-02 19:26:18,
S6493,3548,677,electronics,1,view,2025-01-02 19:31:29,
S6493,3548,677,electronics,1,add_to_cart,2025-01-02 19:31:59,
S6493,3548,677,electronics,1,checkout_start,2025-01-02 19:32:59,
S6493,3548,677,electronics,1,purchase,2025-01-02 19:34:29,283.84
S13968,4107,550,home,1,view,2025-01-02 19:43:27,
S16869,3750,567,home,3,view,2025-01-02 19:56:23,
S11718,2435,657,home,1,view,2025-01-02 20:16:04,
S1225,722,643,beauty,1,view,2025-01-02 20:18:20,
S7125,2037,115,fashion,1,view,2025-01-02 20:24:01,
S7125,2037,115,fashion,1,add_to_cart,2025-01-02 20:24:31,
S12548,1664,453,electronics,1,view,2025-01-02 20:35:08,
S17878,3469,401,fashion,1,view,2025-01-02 20:40:56,
S10020,5344,696,beauty,1,view,2025-01-02 20:48:06,
S10020,5344,696,beauty,1,add_to_cart,2025-01-02 20:48:36,
S3636,121,310,fashion,2,view,2025-01-02 20:48:45,
S3421,1580,59,mobiles,3,view,2025-01-02 20:59:29,
S6312,1402,250,electronics,1,view,2025-01-02 21:02:09,
S7172,1488,349,electronics,1,view,2025-01-02 21:07:45,
S15903,2676,118,fashion,2,view,2025-01-02 21:08:02,
S7172,1488,349,electronics,1,add_to_cart,2025-01-02 21:08:15,
S15903,2676,118,fashion,2,add_to_cart,2025-01-02 21:08:32,
S1743,78,63,beauty,2,view,2025-01-02 21:12:22,
S14721,3597,54,electronics,1,view,2025-01-02 21:45:18,
S15484,3141,549,mobiles,1,view,2025-01-02 22:05:07,
S9828,5399,17,beauty,1,view,2025-01-02 22:31:46,
S10005,2453,706,electronics,1,view,2025-01-02 22:52:02,
S10005,2453,706,electronics,1,add_to_cart,2025-01-02 22:52:32,
S19630,3552,42,fashion,3,view,2025-01-02 22:55:08,
S8612,5332,708,home,3,view,2025-01-02 23:32:45,
S8692,5454,652,electronics,2,view,2025-01-02 23:33:31,
S14758,5743,766,electronics,3,view,2025-01-03 00:05:15,
S8196,2966,30,mobiles,1,view,2025-01-03 00:12:24,
S8196,2966,30,mobiles,1,add_to_cart,2025-01-03 00:12:54,
S14948,1514,544,mobiles,2,view,2025-01-03 00:35:55,
S14360,5326,40,home,1,view,2025-01-03 00:36:04,
S12004,3049,132,electronics,1,view,2025-01-03 00:40:20,
S10466,1857,521,beauty,2,view,2025-01-03 00:59:01,
S8850,4818,328,mobiles,1,view,2025-01-03 01:00:26,
S7743,3864,128,electronics,3,view,2025-01-03 01:04:34,
S7743,3864,128,electronics,3,add_to_cart,2025-01-03 01:05:04,
S7560,2535,67,fashion,2,view,2025-01-03 01:17:11,
S5218,3285,475,home,2,view,2025-01-03 01:51:42,
S5218,3285,475,home,2,add_to_cart,2025-01-03 01:52:12,
S5218,3285,475,home,2,checkout_start,2025-01-03 01:53:12,
S5218,3285,475,home,2,purchase,2025-01-03 01:54:42,538.86
S2731,5540,100,fashion,1,view,2025-01-03 01:55:14,
S13712,4649,257,beauty,1,view,2025-01-03 02:23:32,
S14235,2764,672,mobiles,2,view,2025-01-03 02:33:17,
S17475,717,445,electronics,1,view,2025-01-03 02:56:21,
S1321,2073,45,fashion,1,view,2025-01-03 03:30:48,
S1321,2073,45,fashion,1,add_to_cart,2025-01-03 03:31:18,
S1321,2073,45,fashion,1,checkout_start,2025-01-03 03:32:18,
S1321,2073,45,fashion,1,purchase,2025-01-03 03:33:48,924.49
S1844,43,359,home,1,view,2025-01-03 03:41:22,
S1844,43,359,home,1,add_to_cart,2025-01-03 03:41:52,
S1844,43,359,home,1,checkout_start,2025-01-03 03:42:52,
S10330,3813,755,beauty,1,view,2025-01-03 03:44:00,
S1844,43,359,home,1,purchase,2025-01-03 03:44:22,1420.5
S10330,3813,755,beauty,1,add_to_cart,2025-01-03 03:44:30,
S1906,5140,615,fashion,2,view,2025-01-03 03:52:18,
S363,5360,689,electronics,1,view,2025-01-03 03:54:49,
S363,5360,689,electronics,1,add_to_cart,2025-01-03 03:55:19,
S363,5360,689,electronics,1,checkout_start,2025-01-03 03:56:19,
S363,5360,689,electronics,1,purchase,2025-01-03 03:57:49,860.52
S15225,2190,729,fashion,1,view,2025-01-03 03:58:16,
S15225,2190,729,fashion,1,add_to_cart,2025-01-03 03:58:46,
S14824,5787,613,mobiles,1,view,2025-01-03 04:00:08,
S14824,5787,613,mobiles,1,add_to_cart,2025-01-03 04:00:38,
S14824,5787,613,mobiles,1,checkout_start,2025-01-03 04:01:38,
S14824,5787,613,mobiles,1,purchase,2025-01-03 04:03:08,215.23
S18495,5945,91,mobiles,1,view,2025-01-03 04:03:36,
S18876,3174,331,electronics,1,view,2025-01-03 04:12:26,
S10477,1942,35,fashion,1,view,2025-01-03 04:56:41,
S10477,1942,35,fashion,1,add_to_cart,2025-01-03 04:57:11,
S10477,1942,35,fashion,1,checkout_start,2025-01-03 04:58:11,
S8894,4743,175,mobiles,1,view,2025-01-03 05:15:07,
S6774,5355,148,home,2,view,2025-01-03 05:33:21,
S17907,3711,398,home,3,view,2025-01-03 05:33:49,
S13194,898,29,beauty,2,view,2025-01-03 05:59:08,
S15675,3546,669,home,3,view,2025-01-03 06:01:44,
S15675,3546,669,home,3,add_to_cart,2025-01-03 06:02:14,
S15675,3546,669,home,3,checkout_start,2025-01-03 06:03:14,
S15675,3546,669,home,3,purchase,2025-01-03 06:04:44,415.57
S12789,3864,463,home,1,view,2025-01-03 06:11:22,
S12789,3864,463,home,1,add_to_cart,2025-01-03 06:11:52,
S12789,3864,463,home,1,checkout_start,2025-01-03 06:12:52,
S1658,574,466,fashion,1,view,2025-01-03 06:15:21,
S15284,4410,294,mobiles,1,view,2025-01-03 06:20:15,
S5363,3923,673,home,2,view,2025-01-03 06:33:46,
S2343,3134,384,home,3,view,2025-01-03 07:07:48,
S9054,3214,213,mobiles,1,view,2025-01-03 07:12:16,
S6132,3172,747,electronics,2,view,2025-01-03 07:19:40,
S6132,3172,747,electronics,2,add_to_cart,2025-01-03 07:20:10,
S6132,3172,747,electronics,2,checkout_start,2025-01-03 07:21:10,
S6132,3172,747,electronics,2,purchase,2025-01-03 07:22:40,326.67
S7007,4653,622,mobiles,1,view,2025-01-03 07:37:55,
S7007,4653,622,mobiles,1,add_to_cart,2025-01-03 07:38:25,
S7007,4653,622,mobiles,1,checkout_start,2025-01-03 07:39:25,
S7007,4653,622,mobiles,1,purchase,2025-01-03 07:40:55,302.6
S4299,3182,75,fashion,1,view,2025-01-03 07:55:19,
S4299,3182,75,fashion,1,add_to_cart,2025-01-03 07:55:49,
S11811,4384,205,electronics,2,view,2025-01-03 07:57:31,
S695,3884,136,home,2,view,2025-01-03 08:08:49,
S3917,4700,111,home,1,view,2025-01-03 08:21:50,
S14630,4737,97,beauty,1,view,2025-01-03 08:24:37,
S16706,219,636,fashion,1,view,2025-01-03 08:34:20,
S15396,3065,357,home,1,view,2025-01-03 08:51:28,
S15396,3065,357,home,1,add_to_cart,2025-01-03 08:51:58,
S13652,4768,709,electronics,2,view,2025-01-03 09:22:42,
S13652,4768,709,electronics,2,add_to_cart,2025-01-03 09:23:12,
S13652,4768,709,electronics,2,checkout_start,2025-01-03 09:24:12,
S13652,4768,709,electronics,2,purchase,2025-01-03 09:25:42,1709.37
S4133,11,139,electronics,3,view,2025-01-03 09:36:50,
S4133,11,139,electronics,3,add_to_cart,2025-01-03 09:37:20,
S4133,11,139,electronics,3,checkout_start,2025-01-03 09:38:20,
S4133,11,139,electronics,3,purchase,2025-01-03 09:39:50,559.67
S6415,2057,35,home,2,view,2025-01-03 09:43:29,
S14117,73,204,electronics,1,view,2025-01-03 09:50:36,
S8454,3081,154,beauty,1,view,2025-01-03 09:57:10,
S15614,5376,105,electronics,2,view,2025-01-03 09:57:40,
S18364,1917,551,beauty,2,view,2025-01-03 10:13:52,
S8543,1870,246,fashion,1,view,2025-01-03 10:14:16,
S17410,5155,796,beauty,1,view,2025-01-03 10:44:04,
S4520,5575,497,fashion,1,view,2025-01-03 10:44:57,
S4520,5575,497,fashion,1,add_to_cart,2025-01-03 10:45:27,
S15586,3690,708,beauty,3,view,2025-01-03 10:46:58,
S15586,3690,708,beauty,3,add_to_cart,2025-01-03 10:47:28,
S6237,4323,401,beauty,1,view,2025-01-03 10:48:51,
S6237,4323,401,beauty,1,add_to_cart,2025-01-03 10:49:21,
S6237,4323,401,beauty,1,checkout_start,2025-01-03 10:50:21,
S399,1527,767,beauty,3,view,2025-01-03 10:51:50,
S6237,4323,401,beauty,1,purchase,2025-01-03 10:51:51,592.17
S4303,2399,516,fashion,1,view,2025-01-03 10:58:28,
S4303,2399,516,fashion,1,add_to_cart,2025-01-03 10:58:58,
S4303,2399,516,fashion,1,checkout_start,2025-01-03 10:59:58,
S2904,4298,682,beauty,2,view,2025-01-03 11:02:39,
S2904,4298,682,beauty,2,add_to_cart,2025-01-03 11:03:09,
S1948,4437,110,fashion,1,view,2025-01-03 11:15:16,
S13529,1816,104,home,2,view,2025-01-03 11:19:27,
S9887,3163,84,electronics,1,view,2025-01-03 11:36:14,
S8006,2648,169,fashion,2,view,2025-01-03 11:37:56,
S4028,5431,656,mobiles,3,view,2025-01-03 11:53:36,
S4028,5431,656,mobiles,3,add_to_cart,2025-01-03 11:54:06,
