user_id,city_tier,stage,amount,date
19,Tier-1,purchased,1335,2025-08-02 00:26:14.913430
19,Tier-1,purchased,1677,2025-08-03 00:26:14.913430
19,Tier-1,visited,0,2025-07-15 00:26:14.913430
19,Tier-1,visited,0,2025-08-22 00:26:14.913430
19,Tier-1,visited,0,2025-07-18 00:26:14.913430
19,Tier-1,added_to_cart,0,2025-07-18 00:26:14.913430
20,Tier-3,visited,0,2025-07-05 00:26:14.913430
20,Tier-3,visited,0,2025-08-22 00:26:14.913430
20,Tier-3,added_to_cart,0,2025-08-22 00:26:14.913430
20,Tier-3,purchased,1160,2025-08-22 00:26:14.913430
20,Tier-3,visited,0,2025-08-31 00:26:14.913430
20,Tier-3,visited,0,2025-07-29 00:26:14.913430
20,Tier-3,visited,0,2025-08-31 00:26:14.913430
21,Tier-2,visited,0,2025-08-28 00:26:14.913430
21,Tier-2,visited,0,2025-08-05 00:26:14.913430
21,Tier-2,visited,0,2025-08-31 00:26:14.913430
21,Tier-2,visited,0,2025-08-06 00:26:14.913430
21,Tier-2,added_to_cart,0,2025-08-06 00:26:14.913430
22,Tier-3,visited,0,2025-09-01 00:26:14.913430
22,Tier-3,added_to_cart,0,2025-09-01 00:26:14.913430
22,Tier-3,visited,0,2025-07-30 00:26:14.913430
22,Tier-3,visited,0,2025-08-18 00:26:14.913430
23,Tier-1,visited,0,2025-08-25 00:26:14.913430
23,Tier-1,visited,0,2025-07-19 00:26:14.913430
23,Tier-1,added_to_cart,0,2025-07-19 00:26:14.913430
24,Tier-3,visited,0,2025-08-15 00:26:14.913430
24,Tier-3,added_to_cart,0,2025-08-15 00:26:14.913430
24,Tier-3,purchased,1317,2025-08-15 00:26:14.913430
24,Tier-3,visited,0,2025-08-03 00:26:14.913430
24,Tier-3,added_to_cart,0,2025-08-03 00:26:14.913430
24,Tier-3,purchased,1107,2025-08-03 00:26:14.913430
24,Tier-3,visited,0,2025-07-17 00:26:14.913430
24,Tier-3,added_to_cart,0,2025-07-17 00:26:14.913430
24,Tier-3,purchased,335,2025-07-17 00:26:14.913430
24,Tier-3,visited,0,2025-07-19 00:26:14.913430
24,Tier-3,visited,0,2025-07-15 00:26:14.913430
24,Tier-3,added_to_cart,0,2025-07-15 00:26:14.913430
25,Tier-3,visited,0,2025-07-07 00:26:14.913430
26,Tier-2,visited,0,2025-07-23 00:26:14.913430
26,Tier-2,added_to_cart,0,2025-07-23 00:26:14.913430
26,Tier-2,purchased,328,2025-07-23 00:26:14.913430
26,Tier-2,visited,0,2025-07-29 00:26:14.913430
26,Tier-2,visited,0,2025-07-15 00:26:14.913430
26,Tier-2,added_to_cart,0,2025-07-15 00:26:14.913430
27,Tier-2,visited,0,2025-07-14 00:26:14.913430
28,Tier-2,visited,0,2025-08-10 00:26:14.913430
28,Tier-2,added_to_cart,0,2025-08-10 00:26:14.913430
29,Tier-1,visited,0,2025-07-18 00:26:14.913430
29,Tier-1,added_to_cart,0,2025-07-18 00:26:14.913430
29,Tier-1,visited,0,2025-08-11 00:26:14.913430
30,Tier-1,visited,0,2025-08-01 00:26:14.913430
30,Tier-1,visited,0,2025-07-06 00:26:14.913430
30,Tier-1,added_to_cart,0,2025-07-06 00:26:14.913430
30,Tier-1,purchased,1012,2025-07-06 00:26:14.913430
30,Tier-1,purchased,1753,2025-07-08 00:26:14.913430
30,Tier-1,visited,0,2025-08-07 00:26:14.913430
30,Tier-1,added_to_cart,0,2025-08-07 00:26:14.913430
30,Tier-1,visited,0,2025-08-20 00:26:14.913430
30,Tier-1,added_to_cart,0,2025-08-20 00:26:14.913430
30,Tier-1,purchased,1945,2025-08-20 00:26:14.913430
31,Tier-2,visited,0,2025-08-19 00:26:14.913430
31,Tier-2,added_to_cart,0,2025-08-19 00:26:14.913430
31,Tier-2,visited,0,2025-08-29 00:26:14.913430
31,Tier-2,visited,0,2025-08-03 00:26:14.913430
31,Tier-2,added_to_cart,0,2025-08-03 00:26:14.913430
31,Tier-2,purchased,865,2025-08-03 00:26:14.913430
31,Tier-2,visited,0,2025-08-08 00:26:14.913430
31,Tier-2,added_to_cart,0,2025-08-08 00:26:14.913430
31,Tier-2,purchased,1870,2025-08-08 00:26:14.913430
32,Tier-3,visited,0,2025-08-25 00:26:14.913430
32,Tier-3,added_to_cart,0,2025-08-25 00:26:14.913430
32,Tier-3,purchased,415,2025-08-25 00:26:14.913430
33,Tier-3,visited,0,2025-07-29 00:26:14.913430
33,Tier-3,visited,0,2025-07-29 00:26:14.913430
33,Tier-3,visited,0,2025-07-05 00:26:14.913430
33,Tier-3,added_to_cart,0,2025-07-05 00:26:14.913430
34,Tier-1,visited,0,2025-08-03 00:26:14.913430
34,Tier-1,visited,0,2025-07-26 00:26:14.913430
34,Tier-1,visited,0,2025-08-19 00:26:14.913430
34,Tier-1,added_to_cart,0,2025-08-19 00:26:14.913430
34,Tier-1,purchased,411,2025-08-19 00:26:14.913430
34,Tier-1,visited,0,2025-07-14 00:26:14.913430
35,Tier-3,visited,0,2025-08-14 00:26:14.913430
35,Tier-3,visited,0,2025-07-26 00:26:14.913430
36,Tier-3,visited,0,2025-08-02 00:26:14.913430
36,Tier-3,added_to_cart,0,2025-08-02 00:26:14.913430
36,Tier-3,purchased,1096,2025-08-02 00:26:14.913430
37,Tier-1,visited,0,2025-08-13 00:26:14.913430
37,Tier-1,added_to_cart,0,2025-08-13 00:26:14.913430
37,Tier-1,purchased,1316,2025-08-13 00:26:14.913430
37,Tier-1,visited,0,2025-08-03 00:26:14.913430
37,Tier-1,added_to_cart,0,2025-08-03 00:26:14.913430
37,Tier-1,visited,0,2025-08-30 00:26:14.913430
37,Tier-1,added_to_cart,0,2025-08-30 00:26:14.913430
37,Tier-1,visited,0,2025-08-31 00:26:14.913430
37,Tier-1,added_to_cart,0,2025-08-31 00:26:14.913430
37,Tier-1,purchased,1812,2025-08-31 00:26:14.913430
37,Tier-1,visited,0,2025-08-03 00:26:14.913430
37,Tier-1,added_to_cart,0,2025-08-03 00:26:14.913430
38,Tier-3,visited,0,2025-07-18 00:26:14.913430
38,Tier-3,added_to_cart,0,2025-07-18 00:26:14.913430
38,Tier-3,visited,0,2025-07-28 00:26:14.913430
38,Tier-3,added_to_cart,0,2025-07-28 00:26:14.913430
39,Tier-1,visited,0,2025-08-12 00:26:14.913430
39,Tier-1,added_to_cart,0,2025-08-12 00:26:14.913430
39,Tier-1,visited,0,2025-08-15 00:26:14.913430
39,Tier-1,visited,0,2025-08-16 00:26:14.913430
39,Tier-1,added_to_cart,0,2025-08-16 00:26:14.913430
39,Tier-1,visited,0,2025-08-06 00:26:14.913430
39,Tier-1,added_to_cart,0,2025-08-06 00:26:14.913430
39,Tier-1,visited,0,2025-08-20 00:26:14.913430
39,Tier-1,added_to_cart,0,2025-08-20 00:26:14.913430
40,Tier-2,visited,0,2025-08-08 00:26:14.913430
40,Tier-2,added_to_cart,0,2025-08-08 00:26:14.913430
40,Tier-2,purchased,1159,2025-08-08 00:26:14.913430
40,Tier-2,purchased,1924,2025-08-12 00:26:14.913430
40,Tier-2,visited,0,2025-07-31 00:26:14.913430
40,Tier-2,added_to_cart,0,2025-07-31 00:26:14.913430
41,Tier-1,visited,0,2025-08-01 00:26:14.913430
41,Tier-1,added_to_cart,0,2025-08-01 00:26:14.913430
41,Tier-1,visited,0,2025-08-26 00:26:14.913430
41,Tier-1,added_to_cart,0,2025-08-26 00:26:14.913430
41,Tier-1,visited,0,2025-07-07 00:26:14.913430
41,Tier-1,visited,0,2025-08-15 00:26:14.913430
42,Tier-1,visited,0,2025-09-02 00:26:14.913430
42,Tier-1,added_to_cart,0,2025-09-02 00:26:14.913430
42,Tier-1,visited,0,2025-08-20 00:26:14.913430
43,Tier-2,visited,0,2025-08-01 00:26:14.913430
43,Tier-2,added_to_cart,0,2025-08-01 00:26:14.913430
43,Tier-2,visited,0,2025-07-09 00:26:14.913430
43,Tier-2,visited,0,2025-08-02 00:26:14.913430
43,Tier-2,added_to_cart,0,2025-08-02 00:26:14.913430
43,Tier-2,visited,0,2025-07-09 00:26:14.913430
43,Tier-2,added_to_cart,0,2025-07-09 00:26:14.913430
44,Tier-3,visited,0,2025-08-10 00:26:14.913430
44,Tier-3,visited,0,2025-07-16 00:26:14.913430
44,Tier-3,added_to_cart,0,2025-07-16 00:26:14.913430
44,Tier-3,purchased,355,2025-07-16 00:26:14.913430
44,Tier-3,purchased,922,2025-07-20 00:26:14.913430
44,Tier-3,visited,0,2025-08-24 00:26:14.913430
44,Tier-3,added_to_cart,0,2025-08-24 00:26:14.913430
44,Tier-3,purchased,1293,2025-08-24 00:26:14.913430
44,Tier-3,visited,0,2025-07-28 00:26:14.913430
44,Tier-3,visited,0,2025-08-10 00:26:14.913430
44,Tier-3,added_to_cart,0,2025-08-10 00:26:14.913430
45,Tier-2,visited,0,2025-08-07 00:26:14.913430
45,Tier-2,added_to_cart,0,2025-08-07 00:26:14.913430
45,Tier-2,purchased,1380,2025-08-07 00:26:14.913430
45,Tier-2,purchased,1175,2025-08-11 00:26:14.913430
45,Tier-2,visited,0,2025-07-27 00:26:14.913430
46,Tier-2,visited,0,2025-07-19 00:26:14.913430
46,Tier-2,added_to_cart,0,2025-07-19 00:26:14.913430
46,Tier-2,purchased,1639,2025-07-19 00:26:14.913430
46,Tier-2,visited,0,2025-07-14 00:26:14.913430
46,Tier-2,visited,0,2025-08-22 00:26:14.913430
46,Tier-2,visited,0,2025-08-07 00:26:14.913430
46,Tier-2,added_to_cart,0,2025-08-07 00:26:14.913430
46,Tier-2,purchased,1143,2025-08-07 00:26:14.913430
47,Tier-3,visited,0,2025-07-30 00:26:14.913430
47,Tier-3,added_to_cart,0,2025-07-30 00:26:14.913430
47,Tier-3,purchased,1840,2025-07-30 00:26:14.913430
47,Tier-3,purchased,1263,2025-08-01 00:26:14.913430
47,Tier-3,visited,0,2025-08-24 00:26:14.913430
47,Tier-3,visited,0,2025-08-29 00:26:14.913430
47,Tier-3,visited,0,2025-07-05 00:26:14.913430
47,Tier-3,added_to_cart,0,2025-07-05 00:26:14.913430
47,Tier-3,purchased,282,2025-07-05 00:26:14.913430
48,Tier-3,visited,0,2025-08-26 00:26:14.913430
48,Tier-3,visited,0,2025-08-16 00:26:14.913430
48,Tier-3,added_to_cart,0,2025-08-16 00:26:14.913430
48,Tier-3,visited,0,2025-07-29 00:26:14.913430
49,Tier-2,visited,0,2025-08-27 00:26:14.913430
49,Tier-2,visited,0,2025-08-12 00:26:14.913430
49,Tier-2,added_to_cart,0,2025-08-12 00:26:14.913430
49,Tier-2,purchased,907,2025-08-12 00:26:14.913430
50,Tier-3,visited,0,2025-07-24 00:26:14.913430
50,Tier-3,added_to_cart,0,2025-07-24 00:26:14.913430
50,Tier-3,purchased,523,2025-07-24 00:26:14.913430
50,Tier-3,visited,0,2025-07-07 00:26:14.913430
50,Tier-3,added_to_cart,0,2025-07-07 00:26:14.913430
50,Tier-3,visited,0,2025-08-29 00:26:14.913430
50,Tier-3,added_to_cart,0,2025-08-29 00:26:14.913430
50,Tier-3,purchased,966,2025-08-29 00:26:14.913430
50,Tier-3,visited,0,2025-07-11 00:26:14.913430
50,Tier-3,added_to_cart,0,2025-07-11 00:26:14.913430
50,Tier-3,purchased,1535,2025-07-11 00:26:14.913430
50,Tier-3,purchased,644,2025-07-13 00:26:14.913430
51,Tier-3,visited,0,2025-07-19 00:26:14.913430
51,Tier-3,added_to_cart,0,2025-07-19 00:26:14.913430
52,Tier-3,visited,0,2025-08-23 00:26:14.913430
52,Tier-3,added_to_cart,0,2025-08-23 00:26:14.913430
52,Tier-3,visited,0,2025-08-24 00:26:14.913430
52,Tier-3,added_to_cart,0,2025-08-24 00:26:14.913430
52,Tier-3,visited,0,2025-08-17 00:26:14.913430
53,Tier-3,visited,0,2025-08-11 00:26:14.913430
53,Tier-3,added_to_cart,0,2025-08-11 00:26:14.913430
53,Tier-3,visited,0,2025-08-06 00:26:14.913430
53,Tier-3,added_to_cart,0,2025-08-06 00:26:14.913430
53,Tier-3,purchased,454,2025-08-06 00:26:14.913430
53,Tier-3,purchased,276,2025-08-09 00:26:14.913430
54,Tier-3,visited,0,2025-08-30 00:26:14.913430
54,Tier-3,added_to_cart,0,2025-08-30 00:26:14.913430
54,Tier-3,purchased,221,2025-08-30 00:26:14.913430
54,Tier-3,purchased,1656,2025-09-04 00:26:14.913430
55,Tier-1,visited,0,2025-08-09 00:26:14.913430
55,Tier-1,added_to_cart,0,2025-08-09 00:26:14.913430
55,Tier-1,visited,0,2025-07-20 00:26:14.913430
55,Tier-1,added_to_cart,0,2025-07-20 00:26:14.913430
55,Tier-1,purchased,1133,2025-07-20 00:26:14.913430
55,Tier-1,purchased,1733,2025-07-21 00:26:14.913430
55,Tier-1,visited,0,2025-07-06 00:26:14.913430
55,Tier-1,visited,0,2025-07-21 00:26:14.913430
55,Tier-1,visited,0,2025-08-03 00:26:14.913430
55,Tier-1,added_to_cart,0,2025-08-03 00:26:14.913430
56,Tier-2,visited,0,2025-08-24 00:26:14.913430
56,Tier-2,added_to_cart,0,2025-08-24 00:26:14.913430
56,Tier-2,purchased,1115,2025-08-24 00:26:14.913430
56,Tier-2,purchased,418,2025-08-27 00:26:14.913430
56,Tier-2,visited,0,2025-07-11 00:26:14.913430
56,Tier-2,added_to_cart,0,2025-07-11 00:26:14.913430
56,Tier-2,visited,0,2025-07-10 00:26:14.913430
56,Tier-2,added_to_cart,0,2025-07-10 00:26:14.913430
56,Tier-2,purchased,1981,2025-07-10 00:26:14.913430
56,Tier-2,visited,0,2025-08-16 00:26:14.913430
56,Tier-2,added_to_cart,0,2025-08-16 00:26:14.913430
57,Tier-2,visited,0,2025-08-16 00:26:14.913430
57,Tier-2,added_to_cart,0,2025-08-16 00:26:14.913430
57,Tier-2,visited,0,2025-07-15 00:26:14.913430
57,Tier-2,visited,0,2025-08-18 00:26:14.913430
57,Tier-2,added_to_cart,0,2025-08-18 00:26:14.913430
57,Tier-2,purchased,1507,2025-08-18 00:26:14.913430
57,Tier-2,visited,0,2025-07-06 00:26:14.913430
57,Tier-2,visited,0,2025-08-23 00:26:14.913430
57,Tier-2,added_to_cart,0,2025-08-23 00:26:14.913430
57,Tier-2,purchased,1893,2025-08-23 00:26:14.913430
57,Tier-2,purchased,370,2025-08-28 00:26:14.913430
58,Tier-1,visited,0,2025-08-12 00:26:14.913430
58,Tier-1,added_to_cart,0,2025-08-12 00:26:14.913430
58,Tier-1,purchased,399,2025-08-12 00:26:14.913430
58,Tier-1,visited,0,2025-07-14 00:26:14.913430
59,Tier-3,visited,0,2025-07-27 00:26:14.913430
59,Tier-3,added_to_cart,0,2025-07-27 00:26:14.913430
59,Tier-3,visited,0,2025-07-10 00:26:14.913430
59,Tier-3,added_to_cart,0,2025-07-10 00:26:14.913430
59,Tier-3,purchased,1608,2025-07-10 00:26:14.913430
59,Tier-3,visited,0,2025-08-31 00:26:14.913430
59,Tier-3,added_to_cart,0,2025-08-31 00:26:14.913430
59,Tier-3,purchased,1208,2025-08-31 00:26:14.913430
59,Tier-3,purchased,967,2025-09-02 00:26:14.913430
59,Tier-3,visited,0,2025-08-29 00:26:14.913430
60,Tier-2,visited,0,2025-08-29 00:26:14.913430
60,Tier-2,visited,0,2025-07-14 00:26:14.913430
60,Tier-2,added_to_cart,0,2025-07-14 00:26:14.913430
60,Tier-2,purchased,1756,2025-07-14 00:26:14.913430
60,Tier-2,visited,0,2025-08-02 00:26:14.913430
61,Tier-2,visited,0,2025-08-29 00:26:14.913430
62,Tier-2,visited,0,2025-08-01 00:26:14.913430
62,Tier-2,added_to_cart,0,2025-08-01 00:26:14.913430
62,Tier-2,visited,0,2025-07-23 00:26:14.913430
62,Tier-2,added_to_cart,0,2025-07-23 00:26:14.913430
62,Tier-2,visited,0,2025-09-02 00:26:14.913430
62,Tier-2,visited,0,2025-07-12 00:26:14.913430
63,Tier-1,visited,0,2025-07-07 00:26:14.913430
63,Tier-1,added_to_cart,0,2025-07-07 00:26:14.913430
63,Tier-1,visited,0,2025-07-13 00:26:14.913430
63,Tier-1,added_to_cart,0,2025-07-13 00:26:14.913430
63,Tier-1,visited,0,2025-07-29 00:26:14.913430
63,Tier-1,added_to_cart,0,2025-07-29 00:26:14.913430
64,Tier-3,visited,0,2025-08-12 00:26:14.913430
64,Tier-3,visited,0,2025-08-05 00:26:14.913430
64,Tier-3,added_to_cart,0,2025-08-05 00:26:14.913430
64,Tier-3,purchased,1094,2025-08-05 00:26:14.913430
64,Tier-3,visited,0,2025-08-07 00:26:14.913430
64,Tier-3,added_to_cart,0,2025-08-07 00:26:14.913430
64,Tier-3,purchased,590,2025-08-07 00:26:14.913430
64,Tier-3,visited,0,2025-08-05 00:26:14.913430
65,Tier-2,visited,0,2025-07-05 00:26:14.913430
65,Tier-2,visited,0,2025-07-30 00:26:14.913430
65,Tier-2,added_to_cart,0,2025-07-30 00:26:14.913430
65,Tier-2,visited,0,2025-07-06 00:26:14.913430
65,Tier-2,visited,0,2025-07-30 00:26:14.913430
65,Tier-2,added_to_cart,0,2025-07-30 00:26:14.913430
65,Tier-2,visited,0,2025-07-05 00:26:14.913430
65,Tier-2,added_to_cart,0,2025-07-05 00:26:14.913430
65,Tier-2,purchased,650,2025-07-05 00:26:14.913430
65,Tier-2,purchased,961,2025-07-06 00:26:14.913430
66,Tier-2,visited,0,2025-08-02 00:26:14.913430
66,Tier-2,visited,0,2025-08-26 00:26:14.913430
66,Tier-2,visited,0,2025-08-16 00:26:14.913430
66,Tier-2,added_to_cart,0,2025-08-16 00:26:14.913430
66,Tier-2,purchased,1989,2025-08-16 00:26:14.913430
66,Tier-2,purchased,1638,2025-08-21 00:26:14.913430
66,Tier-2,visited,0,2025-07-06 00:26:14.913430
66,Tier-2,visited,0,2025-08-03 00:26:14.913430
67,Tier-3,visited,0,2025-08-09 00:26:14.913430
67,Tier-3,visited,0,2025-07-17 00:26:14.913430
68,Tier-1,visited,0,2025-08-30 00:26:14.913430
68,Tier-1,added_to_cart,0,2025-08-30 00:26:14.913430
68,Tier-1,purchased,1648,2025-08-30 00:26:14.913430
69,Tier-1,visited,0,2025-09-03 00:26:14.913430
69,Tier-1,added_to_cart,0,2025-09-03 00:26:14.913430
69,Tier-1,visited,0,2025-08-26 00:26:14.913430
69,Tier-1,added_to_cart,0,2025-08-26 00:26:14.913430
69,Tier-1,visited,0,2025-07-20 00:26:14.913430
69,Tier-1,added_to_cart,0,2025-07-20 00:26:14.913430
69,Tier-1,visited,0,2025-07-05 00:26:14.913430
69,Tier-1,added_to_cart,0,2025-07-05 00:26:14.913430
69,Tier-1,purchased,1291,2025-07-05 00:26:14.913430
69,Tier-1,visited,0,2025-07-29 00:26:14.913430
70,Tier-3,visited,0,2025-08-02 00:26:14.913430
70,Tier-3,added_to_cart,0,2025-08-02 00:26:14.913430
70,Tier-3,visited,0,2025-08-10 00:26:14.913430
70,Tier-3,added_to_cart,0,2025-08-10 00:26:14.913430
70,Tier-3,purchased,617,2025-08-10 00:26:14.913430
71,Tier-3,visited,0,2025-09-02 00:26:14.913430
71,Tier-3,added_to_cart,0,2025-09-02 00:26:14.913430
72,Tier-3,visited,0,2025-08-21 00:26:14.913430
72,Tier-3,added_to_cart,0,2025-08-21 00:26:14.913430
72,Tier-3,purchased,1788,2025-08-21 00:26:14.913430
72,Tier-3,visited,0,2025-08-30 00:26:14.913430
72,Tier-3,added_to_cart,0,2025-08-30 00:26:14.913430
72,Tier-3,visited,0,2025-08-30 00:26:14.913430
72,Tier-3,added_to_cart,0,2025-08-30 00:26:14.913430
73,Tier-2,visited,0,2025-08-09 00:26:14.913430
73,Tier-2,added_to_cart,0,2025-08-09 00:26:14.913430
74,Tier-1,visited,0,2025-07-05 00:26:14.913430
74,Tier-1,visited,0,2025-08-27 00:26:14.913430
74,Tier-1,added_to_cart,0,2025-08-27 00:26:14.913430
74,Tier-1,visited,0,2025-08-23 00:26:14.913430
75,Tier-3,visited,0,2025-07-18 00:26:14.913430
75,Tier-3,visited,0,2025-09-01 00:26:14.913430
75,Tier-3,added_to_cart,0,2025-09-01 00:26:14.913430
76,Tier-3,visited,0,2025-08-01 00:26:14.913430
76,Tier-3,added_to_cart,0,2025-08-01 00:26:14.913430
76,Tier-3,purchased,279,2025-08-01 00:26:14.913430
76,Tier-3,visited,0,2025-07-10 00:26:14.913430
76,Tier-3,visited,0,2025-07-12 00:26:14.913430
76,Tier-3,visited,0,2025-08-08 00:26:14.913430
77,Tier-2,visited,0,2025-08-19 00:26:14.913430
77,Tier-2,added_to_cart,0,2025-08-19 00:26:14.913430
77,Tier-2,visited,0,2025-07-19 00:26:14.913430
78,Tier-1,visited,0,2025-07-16 00:26:14.913430
78,Tier-1,added_to_cart,0,2025-07-16 00:26:14.913430
79,Tier-2,visited,0,2025-07-14 00:26:14.913430
79,Tier-2,added_to_cart,0,2025-07-14 00:26:14.913430
79,Tier-2,purchased,1405,2025-07-14 00:26:14.913430
79,Tier-2,visited,0,2025-07-26 00:26:14.913430
79,Tier-2,added_to_cart,0,2025-07-26 00:26:14.913430
79,Tier-2,visited,0,2025-08-05 00:26:14.913430
79,Tier-2,added_to_cart,0,2025-08-05 00:26:14.913430
79,Tier-2,visited,0,2025-08-19 00:26:14.913430
79,Tier-2,added_to_cart,0,2025-08-19 00:26:14.913430
79,Tier-2,visited,0,2025-08-20 00:26:14.913430
80,Tier-2,visited,0,2025-07-21 00:26:14.913430
80,Tier-2,added_to_cart,0,2025-07-21 00:26:14.913430
80,Tier-2,purchased,1131,2025-07-21 00:26:14.913430
81,Tier-1,visited,0,2025-07-17 00:26:14.913430
81,Tier-1,added_to_cart,0,2025-07-17 00:26:14.913430
81,Tier-1,purchased,1058,2025-07-17 00:26:14.913430
82,Tier-3,visited,0,2025-07-11 00:26:14.913430
82,Tier-3,added_to_cart,0,2025-07-11 00:26:14.913430
82,Tier-3,purchased,344,2025-07-11 00:26:14.913430
82,Tier-3,visited,0,2025-08-03 00:26:14.913430
82,Tier-3,added_to_cart,0,2025-08-03 00:26:14.913430
83,Tier-2,visited,0,2025-07-10 00:26:14.913430
83,Tier-2,added_to_cart,0,2025-07-10 00:26:14.913430
83,Tier-2,purchased,340,2025-07-10 00:26:14.913430
